VENDOR_ID,CLIENT,VENDOR_GSTIN,VENDOR_NAME,IDENTIFIER_TEXT,DOCUMENT_TEXT,MATCH_SCORE
SWIGGY_62,SWIGGY,27DSKPK9474D1Z9,I S ENTERPRISES,I S ENTERPRISES 27DSKPK9474D1Z9 I S ENTERPRISES 27DSKPK9474D1Z9 I S ENTERPRISES 27DSKPK9474D1Z9 I S ENTERPRISES 27DSKPK9474D1Z9,I S ENTERPRISES 27DSKPK9474D1Z9 I S ENTERPRISES 27DSKPK9474D1Z9 I S ENTERPRISES 27DSKPK9474D1Z9 I S ENTERPRISES 27DSKPK9474D1Z9,1
SWIGGY_63,SWIGGY,27EANPB2804Q1ZC,JAY MALHAR BUDH KENDRA,JAY MALHAR BUDH KENDRA 27EANPB2804Q1ZC JAY MALHAR BUDH KENDRA 27EANPB2804Q1ZC,JAY MALHAR BUDH KENDRA 27EANPB2804Q1ZC JAY MALHAR BUDH KENDRA 27EANPB2804Q1ZC,1
SWIGGY_64,SWIGGY,29AAHCG1593L1Z2,GO DESI MANDI PRIVATE LIMITED,GO DESI MANDI PRIVATE LIMITED 29AAHCG1593L1Z2 GO DESI MANDI PRIVATE LIMITED 29AAHCG1593L1Z2,GO DESI MANDI PRIVATE LIMITED 29AAHCG1593L1Z2 GO DESI MANDI PRIVATE LIMITED 29AAHCG1593L1Z2,1
SWIGGY_65,SWIGGY,27AAFCI4137C1ZV,M/S IKS FARMERS PRODUCER COMPANY LIMITED,M/S IKS FARMERS PRODUCER COMPANY LIMITED 27AAFCI4137C1ZV M/S IKS FARMERS PRODUCER COMPANY LIMITED 27AAFCI4137C1ZV,M/S IKS FARMERS PRODUCER COMPANY LIMITED 27AAFCI4137C1ZV M/S IKS FARMERS PRODUCER COMPANY LIMITED 27AAFCI4137C1ZV,1
SWIGGY_66,SWIGGY,27AAFCI6538K1Z5,INFIFRESH FOODS PRIVATE LIMITED,INFIFRESH FOODS PRIVATE LIMITED 27AAFCI6538K1Z5 INFIFRESH FOODS PRIVATE LIMITED 27AAFCI6538K1Z5,INFIFRESH FOODS PRIVATE LIMITED 27AAFCI6538K1Z5 INFIFRESH FOODS PRIVATE LIMITED 27AAFCI6538K1Z5,1
SWIGGY_67,SWIGGY,27AAFCI9983C1Z7,ISTORE DIRECT TRADING PRIVATE LIMITED,ISTORE DIRECT TRADING PRIVATE LIMITED 27AAFCI9983C1Z7 ISTORE DIRECT TRADING PRIVATE LIMITED 27AAFCI9983C1Z7,ISTORE DIRECT TRADING PRIVATE LIMITED 27AAFCI9983C1Z7 ISTORE DIRECT TRADING PRIVATE LIMITED 27AAFCI9983C1Z7,1
SWIGGY_68,SWIGGY,27AAFCP9597F1ZS,PUNJAB SIND FOODS INDIA PRIVATE LIMITED,PUNJAB SIND FOODS INDIA PRIVATE LIMITED 27AAFCP9597F1ZS PUNJAB SIND FOODS INDIA PRIVATE LIMITED 27AAFCP9597F1ZS,PUNJAB SIND FOODS INDIA PRIVATE LIMITED 27AAFCP9597F1ZS PUNJAB SIND FOODS INDIA PRIVATE LIMITED 27AAFCP9597F1ZS,1
SWIGGY_69,SWIGGY,27AAFCR4220D1ZS,ROYAL DRY FRUITS PRIVATE LIMITED,ROYAL DRY FRUITS PRIVATE LIMITED 27AAFCR4220D1ZS ROYAL DRY FRUITS PRIVATE LIMITED 27AAFCR4220D1ZS,ROYAL DRY FRUITS PRIVATE LIMITED 27AAFCR4220D1ZS ROYAL DRY FRUITS PRIVATE LIMITED 27AAFCR4220D1ZS,1
SWIGGY_70,SWIGGY,27AAFCS3701E1ZP,PKF PROSERV PRIVATE LIMITED,PKF PROSERV PRIVATE LIMITED 27AAFCS3701E1ZP PKF PROSERV PRIVATE LIMITED 27AAFCS3701E1ZP,PKF PROSERV PRIVATE LIMITED 27AAFCS3701E1ZP PKF PROSERV PRIVATE LIMITED 27AAFCS3701E1ZP,1
SWIGGY_71,SWIGGY,27AAFPC9973K1Z7,RITA KISHOR CHHEDA,RITA KISHOR CHHEDA 27AAFPC9973K1Z7 RITA KISHOR CHHEDA 27AAFPC9973K1Z7 RITA KISHOR CHHEDA 27AAFPC9973K1Z7 RITA KISHOR CHHEDA 27AAFPC9973K1Z7,RITA KISHOR CHHEDA 27AAFPC9973K1Z7 RITA KISHOR CHHEDA 27AAFPC9973K1Z7 RITA KISHOR CHHEDA 27AAFPC9973K1Z7 RITA KISHOR CHHEDA 27AAFPC9973K1Z7,1
SWIGGY_72,SWIGGY,27AAGCC7335R1ZZ,COOLBERG BEVERAGES PRIVATE LIMITED,COOLBERG BEVERAGES PRIVATE LIMITED 27AAGCC7335R1ZZ COOLBERG BEVERAGES PRIVATE LIMITED 27AAGCC7335R1ZZ,COOLBERG BEVERAGES PRIVATE LIMITED 27AAGCC7335R1ZZ COOLBERG BEVERAGES PRIVATE LIMITED 27AAGCC7335R1ZZ,1
SWIGGY_73,SWIGGY,27AAGCD8374B1ZM,DROOLS PET FOOD PRIVATE LIMITED,DROOLS PET FOOD PRIVATE LIMITED 27AAGCD8374B1ZM DROOLS PET FOOD PRIVATE LIMITED 27AAGCD8374B1ZM,DROOLS PET FOOD PRIVATE LIMITED 27AAGCD8374B1ZM DROOLS PET FOOD PRIVATE LIMITED 27AAGCD8374B1ZM,1
SWIGGY_74,SWIGGY,27AAGCG6502L1ZG,GUILTFREE INDUSTRIES LIMITED,GUILTFREE INDUSTRIES LIMITED 27AAGCG6502L1ZG GUILTFREE INDUSTRIES LIMITED 27AAGCG6502L1ZG GUILTFREE INDUSTRIES LIMITED 27AAGCG6502L1ZG GUILTFREE INDUSTRIES LIMITED 27AAGCG6502L1ZG,GUILTFREE INDUSTRIES LIMITED 27AAGCG6502L1ZG GUILTFREE INDUSTRIES LIMITED 27AAGCG6502L1ZG GUILTFREE INDUSTRIES LIMITED 27AAGCG6502L1ZG GUILTFREE INDUSTRIES LIMITED 27AAGCG6502L1ZG,1
SWIGGY_75,SWIGGY,01AAGCN5986P1ZT,NAMHYA FOODS PRIVATE LIMITED,NAMHYA FOODS PRIVATE LIMITED 01AAGCN5986P1ZT NAMHYA FOODS PRIVATE LIMITED 01AAGCN5986P1ZT,NAMHYA FOODS PRIVATE LIMITED 01AAGCN5986P1ZT NAMHYA FOODS PRIVATE LIMITED 01AAGCN5986P1ZT,1
SWIGGY_76,SWIGGY,03AACCW4400F1ZY,WALKWRIGHT RETAIL PRIVATE LIMITED,WALKWRIGHT RETAIL PRIVATE LIMITED 03AACCW4400F1ZY WALKWRIGHT RETAIL PRIVATE LIMITED 03AACCW4400F1ZY,WALKWRIGHT RETAIL PRIVATE LIMITED 03AACCW4400F1ZY WALKWRIGHT RETAIL PRIVATE LIMITED 03AACCW4400F1ZY,1
SWIGGY_77,SWIGGY,03AAHCD5904A1ZB,DISTRICO INDIA PRIVATE LIMITED,DISTRICO INDIA PRIVATE LIMITED 03AAHCD5904A1ZB DISTRICO INDIA PRIVATE LIMITED 03AAHCD5904A1ZB,DISTRICO INDIA PRIVATE LIMITED 03AAHCD5904A1ZB DISTRICO INDIA PRIVATE LIMITED 03AAHCD5904A1ZB,1
SWIGGY_78,SWIGGY,03AYRPM6888R1Z4,SIGMA ENTERPRISES,SIGMA ENTERPRISES 03AYRPM6888R1Z4 SIGMA ENTERPRISES 03AYRPM6888R1Z4 SIGMA ENTERPRISES 03AYRPM6888R1Z4 SIGMA ENTERPRISES 03AYRPM6888R1Z4,SIGMA ENTERPRISES 03AYRPM6888R1Z4 SIGMA ENTERPRISES 03AYRPM6888R1Z4 SIGMA ENTERPRISES 03AYRPM6888R1Z4 SIGMA ENTERPRISES 03AYRPM6888R1Z4,1
SWIGGY_79,SWIGGY,06AAACC0460H1Z6,MONDELEZ INDIA FOODS PRIVATE LIMI,MONDELEZ INDIA FOODS PRIVATE LIMI 06AAACC0460H1Z6 MONDELEZ INDIA FOODS PRIVATE LIMI 06AAACC0460H1Z6,MONDELEZ INDIA FOODS PRIVATE LIMI 06AAACC0460H1Z6 MONDELEZ INDIA FOODS PRIVATE LIMI 06AAACC0460H1Z6,1
SWIGGY_80,SWIGGY,06AACCU1276D1ZM,WELLVERSED HEALTH PRIVATE LIMITED,WELLVERSED HEALTH PRIVATE LIMITED 06AACCU1276D1ZM WELLVERSED HEALTH PRIVATE LIMITED 06AACCU1276D1ZM,WELLVERSED HEALTH PRIVATE LIMITED 06AACCU1276D1ZM WELLVERSED HEALTH PRIVATE LIMITED 06AACCU1276D1ZM,1
SWIGGY_81,SWIGGY,06AADCH9716L1Z8,HONASA CONSUMER PRIVATE LIMITED,HONASA CONSUMER PRIVATE LIMITED 06AADCH9716L1Z8 HONASA CONSUMER PRIVATE LIMITED 06AADCH9716L1Z8,HONASA CONSUMER PRIVATE LIMITED 06AADCH9716L1Z8 HONASA CONSUMER PRIVATE LIMITED 06AADCH9716L1Z8,1
SWIGGY_82,SWIGGY,06AAFCI5169Q1ZW,INDIC ROOTS PRIVATE LIMITED,INDIC ROOTS PRIVATE LIMITED 06AAFCI5169Q1ZW INDIC ROOTS PRIVATE LIMITED 06AAFCI5169Q1ZW,INDIC ROOTS PRIVATE LIMITED 06AAFCI5169Q1ZW INDIC ROOTS PRIVATE LIMITED 06AAFCI5169Q1ZW,1
SWIGGY_83,SWIGGY,06AAFCI9302M1ZD,IKAYU FOODLABS PVT LTD,IKAYU FOODLABS PVT LTD 06AAFCI9302M1ZD IKAYU FOODLABS PVT LTD 06AAFCI9302M1ZD,IKAYU FOODLABS PVT LTD 06AAFCI9302M1ZD IKAYU FOODLABS PVT LTD 06AAFCI9302M1ZD,1
SWIGGY_84,SWIGGY,06AAFCV2491Q1ZO,VISAGE LINES PERSONAL CARE PRIVATE LIMITED,VISAGE LINES PERSONAL CARE PRIVATE LIMITED 06AAFCV2491Q1ZO VISAGE LINES PERSONAL CARE PRIVATE LIMITED 06AAFCV2491Q1ZO,VISAGE LINES PERSONAL CARE PRIVATE LIMITED 06AAFCV2491Q1ZO VISAGE LINES PERSONAL CARE PRIVATE LIMITED 06AAFCV2491Q1ZO,1
SWIGGY_85,SWIGGY,06AAHCB8456D1ZO,BOCA FOODS AND BEVERAGES PRIVATE LIMITED,BOCA FOODS AND BEVERAGES PRIVATE LIMITED 06AAHCB8456D1ZO BOCA FOODS AND BEVERAGES PRIVATE LIMITED 06AAHCB8456D1ZO,BOCA FOODS AND BEVERAGES PRIVATE LIMITED 06AAHCB8456D1ZO BOCA FOODS AND BEVERAGES PRIVATE LIMITED 06AAHCB8456D1ZO,1
SWIGGY_86,SWIGGY,06AAMCP2038C1ZP,PICHAI HOME CARE PRIVATE LIMITED,PICHAI HOME CARE PRIVATE LIMITED 06AAMCP2038C1ZP PICHAI HOME CARE PRIVATE LIMITED 06AAMCP2038C1ZP,PICHAI HOME CARE PRIVATE LIMITED 06AAMCP2038C1ZP PICHAI HOME CARE PRIVATE LIMITED 06AAMCP2038C1ZP,1
SWIGGY_87,SWIGGY,06AAQFR9168L1Z9,R & R CONSULTING HAR,R & R CONSULTING HAR 06AAQFR9168L1Z9 R & R CONSULTING HAR 06AAQFR9168L1Z9,R & R CONSULTING HAR 06AAQFR9168L1Z9 R & R CONSULTING HAR 06AAQFR9168L1Z9,1
SWIGGY_88,SWIGGY,06BLOPM4415P1ZJ,PINNACLE ENTERPRISES,PINNACLE ENTERPRISES 06BLOPM4415P1ZJ PINNACLE ENTERPRISES 06BLOPM4415P1ZJ PINNACLE ENTERPRISES 06BLOPM4415P1ZJ PINNACLE ENTERPRISES 06BLOPM4415P1ZJ,PINNACLE ENTERPRISES 06BLOPM4415P1ZJ PINNACLE ENTERPRISES 06BLOPM4415P1ZJ PINNACLE ENTERPRISES 06BLOPM4415P1ZJ PINNACLE ENTERPRISES 06BLOPM4415P1ZJ,1
SWIGGY_89,SWIGGY,07AAACI5675E1ZL,ORGANIC INDIA PRIVATE LIMITED-GURGAON,ORGANIC INDIA PRIVATE LIMITED-GURGAON 07AAACI5675E1ZL ORGANIC INDIA PRIVATE LIMITED-GURGAON 07AAACI5675E1ZL,ORGANIC INDIA PRIVATE LIMITED-GURGAON 07AAACI5675E1ZL ORGANIC INDIA PRIVATE LIMITED-GURGAON 07AAACI5675E1ZL,1
SWIGGY_90,SWIGGY,07AAAPL7733K1ZJ,YAMUS PANCHAYAT,YAMUS PANCHAYAT 07AAAPL7733K1ZJ YAMUS PANCHAYAT 07AAAPL7733K1ZJ YAMUS PANCHAYAT 07AAAPL7733K1ZJ YAMUS PANCHAYAT 07AAAPL7733K1ZJ,YAMUS PANCHAYAT 07AAAPL7733K1ZJ YAMUS PANCHAYAT 07AAAPL7733K1ZJ YAMUS PANCHAYAT 07AAAPL7733K1ZJ YAMUS PANCHAYAT 07AAAPL7733K1ZJ,1
SWIGGY_91,SWIGGY,07AABCW3674L1ZW,WHOLSUM FOODS PRIVATE LIMITED,WHOLSUM FOODS PRIVATE LIMITED 07AABCW3674L1ZW WHOLSUM FOODS PRIVATE LIMITED 07AABCW3674L1ZW,WHOLSUM FOODS PRIVATE LIMITED 07AABCW3674L1ZW WHOLSUM FOODS PRIVATE LIMITED 07AABCW3674L1ZW,1
SWIGGY_92,SWIGGY,07AABCZ1623Q1ZY,ZENITH DRINKS PRIVATE LIMITED,ZENITH DRINKS PRIVATE LIMITED 07AABCZ1623Q1ZY ZENITH DRINKS PRIVATE LIMITED 07AABCZ1623Q1ZY,ZENITH DRINKS PRIVATE LIMITED 07AABCZ1623Q1ZY ZENITH DRINKS PRIVATE LIMITED 07AABCZ1623Q1ZY,1
SWIGGY_93,SWIGGY,07AAECH0508F2Z1,HAPPY JARS PRIVATE LIMITED,HAPPY JARS PRIVATE LIMITED 07AAECH0508F2Z1 HAPPY JARS PRIVATE LIMITED 07AAECH0508F2Z1,HAPPY JARS PRIVATE LIMITED 07AAECH0508F2Z1 HAPPY JARS PRIVATE LIMITED 07AAECH0508F2Z1,1
SWIGGY_94,SWIGGY,07AAFCE9432L1ZA,EARTH CRUST PRIVATE LIMITED,EARTH CRUST PRIVATE LIMITED 07AAFCE9432L1ZA EARTH CRUST PRIVATE LIMITED 07AAFCE9432L1ZA,EARTH CRUST PRIVATE LIMITED 07AAFCE9432L1ZA EARTH CRUST PRIVATE LIMITED 07AAFCE9432L1ZA,1
SWIGGY_95,SWIGGY,07AAICP2582K1Z1,PARKASH BEVERAGES PRIVATE LIMITED,PARKASH BEVERAGES PRIVATE LIMITED 07AAICP2582K1Z1 PARKASH BEVERAGES PRIVATE LIMITED 07AAICP2582K1Z1,PARKASH BEVERAGES PRIVATE LIMITED 07AAICP2582K1Z1 PARKASH BEVERAGES PRIVATE LIMITED 07AAICP2582K1Z1,1
SWIGGY_96,SWIGGY,07AAJCS7908M1ZP,SURI AGRO FRESH PRIVATE LIMITED_DLH/NCR/ MOHALI,SURI AGRO FRESH PRIVATE LIMITED_DLH/NCR/ MOHALI 07AAJCS7908M1ZP SURI AGRO FRESH PRIVATE LIMITED_DLH/NCR/ MOHALI 07AAJCS7908M1ZP,SURI AGRO FRESH PRIVATE LIMITED_DLH/NCR/ MOHALI 07AAJCS7908M1ZP SURI AGRO FRESH PRIVATE LIMITED_DLH/NCR/ MOHALI 07AAJCS7908M1ZP,1
SWIGGY_97,SWIGGY,07AAMCM5620P1ZX,MANERS EVENTS AND PROMOTIONS PRIVATE LIMITED,MANERS EVENTS AND PROMOTIONS PRIVATE LIMITED 07AAMCM5620P1ZX MANERS EVENTS AND PROMOTIONS PRIVATE LIMITED 07AAMCM5620P1ZX,MANERS EVENTS AND PROMOTIONS PRIVATE LIMITED 07AAMCM5620P1ZX MANERS EVENTS AND PROMOTIONS PRIVATE LIMITED 07AAMCM5620P1ZX,1
SWIGGY_98,SWIGGY,07AANFH9750P1ZG,HOMEMADE LOVE LLP,HOMEMADE LOVE LLP 07AANFH9750P1ZG HOMEMADE LOVE LLP 07AANFH9750P1ZG HOMEMADE LOVE LLP 07AANFH9750P1ZG HOMEMADE LOVE LLP 07AANFH9750P1ZG,HOMEMADE LOVE LLP 07AANFH9750P1ZG HOMEMADE LOVE LLP 07AANFH9750P1ZG HOMEMADE LOVE LLP 07AANFH9750P1ZG HOMEMADE LOVE LLP 07AANFH9750P1ZG,1
SWIGGY_99,SWIGGY,07AAOCM0426D1ZQ,MASTERCHOW FOODS PRIVATE LIMITED,MASTERCHOW FOODS PRIVATE LIMITED 07AAOCM0426D1ZQ MASTERCHOW FOODS PRIVATE LIMITED 07AAOCM0426D1ZQ,MASTERCHOW FOODS PRIVATE LIMITED 07AAOCM0426D1ZQ MASTERCHOW FOODS PRIVATE LIMITED 07AAOCM0426D1ZQ,1
SWIGGY_100,SWIGGY,07AHIPJ4483B1ZH,EK DO DHAI_DLE/NCR,EK DO DHAI_DLE/NCR 07AHIPJ4483B1ZH EK DO DHAI_DLE/NCR 07AHIPJ4483B1ZH EK DO DHAI_DLE/NCR 07AHIPJ4483B1ZH EK DO DHAI_DLE/NCR 07AHIPJ4483B1ZH,EK DO DHAI_DLE/NCR 07AHIPJ4483B1ZH EK DO DHAI_DLE/NCR 07AHIPJ4483B1ZH EK DO DHAI_DLE/NCR 07AHIPJ4483B1ZH EK DO DHAI_DLE/NCR 07AHIPJ4483B1ZH,1
SWIGGY_101,SWIGGY,07AHYPM4023C1ZC,ANANYA ENTERPRISES,ANANYA ENTERPRISES 07AHYPM4023C1ZC ANANYA ENTERPRISES 07AHYPM4023C1ZC ANANYA ENTERPRISES 07AHYPM4023C1ZC ANANYA ENTERPRISES 07AHYPM4023C1ZC,ANANYA ENTERPRISES 07AHYPM4023C1ZC ANANYA ENTERPRISES 07AHYPM4023C1ZC ANANYA ENTERPRISES 07AHYPM4023C1ZC ANANYA ENTERPRISES 07AHYPM4023C1ZC,1
SWIGGY_102,SWIGGY,07AQHPA5100C1ZQ,GRAND CHEMICAL WORKS,GRAND CHEMICAL WORKS 07AQHPA5100C1ZQ GRAND CHEMICAL WORKS 07AQHPA5100C1ZQ GRAND CHEMICAL WORKS 07AQHPA5100C1ZQ GRAND CHEMICAL WORKS 07AQHPA5100C1ZQ,GRAND CHEMICAL WORKS 07AQHPA5100C1ZQ GRAND CHEMICAL WORKS 07AQHPA5100C1ZQ GRAND CHEMICAL WORKS 07AQHPA5100C1ZQ GRAND CHEMICAL WORKS 07AQHPA5100C1ZQ,1
SWIGGY_103,SWIGGY,08AACCN3186H1ZC,NATURAL CONSUMERCARE MARKETING PRIVATE LIMITED,NATURAL CONSUMERCARE MARKETING PRIVATE LIMITED 08AACCN3186H1ZC NATURAL CONSUMERCARE MARKETING PRIVATE LIMITED 08AACCN3186H1ZC,NATURAL CONSUMERCARE MARKETING PRIVATE LIMITED 08AACCN3186H1ZC NATURAL CONSUMERCARE MARKETING PRIVATE LIMITED 08AACCN3186H1ZC,1
SWIGGY_104,SWIGGY,08AANCA5353L1Z8,ALIMENTO AGRO FOODS PRIVATE LIMITED,ALIMENTO AGRO FOODS PRIVATE LIMITED 08AANCA5353L1Z8 ALIMENTO AGRO FOODS PRIVATE LIMITED 08AANCA5353L1Z8,ALIMENTO AGRO FOODS PRIVATE LIMITED 08AANCA5353L1Z8 ALIMENTO AGRO FOODS PRIVATE LIMITED 08AANCA5353L1Z8,1
SWIGGY_105,SWIGGY,09AAACB0611P1ZR,BIKANERVALA FOODS PRIVATE LIMITED-GURGAON,BIKANERVALA FOODS PRIVATE LIMITED-GURGAON 09AAACB0611P1ZR BIKANERVALA FOODS PRIVATE LIMITED-GURGAON 09AAACB0611P1ZR,BIKANERVALA FOODS PRIVATE LIMITED-GURGAON 09AAACB0611P1ZR BIKANERVALA FOODS PRIVATE LIMITED-GURGAON 09AAACB0611P1ZR,1
SWIGGY_106,SWIGGY,09AAACF0109J1ZY,UFLEX  LIMITED,UFLEX  LIMITED 09AAACF0109J1ZY UFLEX  LIMITED 09AAACF0109J1ZY UFLEX  LIMITED 09AAACF0109J1ZY UFLEX  LIMITED 09AAACF0109J1ZY,UFLEX  LIMITED 09AAACF0109J1ZY UFLEX  LIMITED 09AAACF0109J1ZY UFLEX  LIMITED 09AAACF0109J1ZY UFLEX  LIMITED 09AAACF0109J1ZY,1
SWIGGY_107,SWIGGY,09AAACT2012N1ZE,VEGA INDUSTRIES PRIVATE LIMITED,VEGA INDUSTRIES PRIVATE LIMITED 09AAACT2012N1ZE VEGA INDUSTRIES PRIVATE LIMITED 09AAACT2012N1ZE,VEGA INDUSTRIES PRIVATE LIMITED 09AAACT2012N1ZE VEGA INDUSTRIES PRIVATE LIMITED 09AAACT2012N1ZE,1
SWIGGY_108,SWIGGY,09AAECV9825B1Z6,VAHDAM TEAS PRIVATE LIMITED,VAHDAM TEAS PRIVATE LIMITED 09AAECV9825B1Z6 VAHDAM TEAS PRIVATE LIMITED 09AAECV9825B1Z6,VAHDAM TEAS PRIVATE LIMITED 09AAECV9825B1Z6 VAHDAM TEAS PRIVATE LIMITED 09AAECV9825B1Z6,1
SWIGGY_109,SWIGGY,09AAOFG1339G1ZA,GLOBAL HEALTHFIT RETAIL INDIA LLP,GLOBAL HEALTHFIT RETAIL INDIA LLP 09AAOFG1339G1ZA GLOBAL HEALTHFIT RETAIL INDIA LLP 09AAOFG1339G1ZA,GLOBAL HEALTHFIT RETAIL INDIA LLP 09AAOFG1339G1ZA GLOBAL HEALTHFIT RETAIL INDIA LLP 09AAOFG1339G1ZA,1
SWIGGY_110,SWIGGY,18AAHCD8865C1ZE,DONG VALLEY CREATIONS PRIVATE LIMITED,DONG VALLEY CREATIONS PRIVATE LIMITED 18AAHCD8865C1ZE DONG VALLEY CREATIONS PRIVATE LIMITED 18AAHCD8865C1ZE,DONG VALLEY CREATIONS PRIVATE LIMITED 18AAHCD8865C1ZE DONG VALLEY CREATIONS PRIVATE LIMITED 18AAHCD8865C1ZE,1
SWIGGY_111,SWIGGY,19AAACC0460H1ZZ,MONDELEZ INDIA FOODS PRIVATE LIMTED,MONDELEZ INDIA FOODS PRIVATE LIMTED 19AAACC0460H1ZZ MONDELEZ INDIA FOODS PRIVATE LIMTED 19AAACC0460H1ZZ,MONDELEZ INDIA FOODS PRIVATE LIMTED 19AAACC0460H1ZZ MONDELEZ INDIA FOODS PRIVATE LIMTED 19AAACC0460H1ZZ,1
SWIGGY_112,SWIGGY,19AAECT2251R1ZS,TEAXPRESS PRIVATE LIMITED,TEAXPRESS PRIVATE LIMITED 19AAECT2251R1ZS TEAXPRESS PRIVATE LIMITED 19AAECT2251R1ZS TEAXPRESS PRIVATE LIMITED 19AAECT2251R1ZS TEAXPRESS PRIVATE LIMITED 19AAECT2251R1ZS,TEAXPRESS PRIVATE LIMITED 19AAECT2251R1ZS TEAXPRESS PRIVATE LIMITED 19AAECT2251R1ZS TEAXPRESS PRIVATE LIMITED 19AAECT2251R1ZS TEAXPRESS PRIVATE LIMITED 19AAECT2251R1ZS,1
SWIGGY_113,SWIGGY,19AAJCC8999C1Z0,COUNTRY BEAN PVT. LTD,COUNTRY BEAN PVT. LTD 19AAJCC8999C1Z0 COUNTRY BEAN PVT. LTD 19AAJCC8999C1Z0,COUNTRY BEAN PVT. LTD 19AAJCC8999C1Z0 COUNTRY BEAN PVT. LTD 19AAJCC8999C1Z0,1
SWIGGY_114,SWIGGY,19AATCA7845F1Z3,AVANT FOOD & BEVERAGES PRIVATE LIMITED,AVANT FOOD & BEVERAGES PRIVATE LIMITED 19AATCA7845F1Z3 AVANT FOOD & BEVERAGES PRIVATE LIMITED 19AATCA7845F1Z3,AVANT FOOD & BEVERAGES PRIVATE LIMITED 19AATCA7845F1Z3 AVANT FOOD & BEVERAGES PRIVATE LIMITED 19AATCA7845F1Z3,1
SWIGGY_115,SWIGGY,19ABDCS2122E1ZP,SAGE ORGANICS PRIVATE LIMITED,SAGE ORGANICS PRIVATE LIMITED 19ABDCS2122E1ZP SAGE ORGANICS PRIVATE LIMITED 19ABDCS2122E1ZP,SAGE ORGANICS PRIVATE LIMITED 19ABDCS2122E1ZP SAGE ORGANICS PRIVATE LIMITED 19ABDCS2122E1ZP,1
SWIGGY_116,SWIGGY,20AAICK5291J1ZG,KISSANPRO AGRO TECHNOLOGY PRIVATE LIMITED,KISSANPRO AGRO TECHNOLOGY PRIVATE LIMITED 20AAICK5291J1ZG KISSANPRO AGRO TECHNOLOGY PRIVATE LIMITED 20AAICK5291J1ZG,KISSANPRO AGRO TECHNOLOGY PRIVATE LIMITED 20AAICK5291J1ZG KISSANPRO AGRO TECHNOLOGY PRIVATE LIMITED 20AAICK5291J1ZG,1
SWIGGY_117,SWIGGY,23AGAPN5218M1ZF,THE TASTE OF MALWA,THE TASTE OF MALWA 23AGAPN5218M1ZF THE TASTE OF MALWA 23AGAPN5218M1ZF,THE TASTE OF MALWA 23AGAPN5218M1ZF THE TASTE OF MALWA 23AGAPN5218M1ZF,1
SWIGGY_118,SWIGGY,24AAACZ9479M1ZH,ZED LIFESTYLE PRIVATE LIMITED,ZED LIFESTYLE PRIVATE LIMITED 24AAACZ9479M1ZH ZED LIFESTYLE PRIVATE LIMITED 24AAACZ9479M1ZH,ZED LIFESTYLE PRIVATE LIMITED 24AAACZ9479M1ZH ZED LIFESTYLE PRIVATE LIMITED 24AAACZ9479M1ZH,1
SWIGGY_119,SWIGGY,24AACCT9259M1ZR,TREE OF LIFE PVT.LTD.,TREE OF LIFE PVT.LTD. 24AACCT9259M1ZR TREE OF LIFE PVT.LTD. 24AACCT9259M1ZR,TREE OF LIFE PVT.LTD. 24AACCT9259M1ZR TREE OF LIFE PVT.LTD. 24AACCT9259M1ZR,1
SWIGGY_120,SWIGGY,24AADCC3647H1ZU,BIC CELLO (INDIA) PRIVATE LIMITED,BIC CELLO (INDIA) PRIVATE LIMITED 24AADCC3647H1ZU BIC CELLO (INDIA) PRIVATE LIMITED 24AADCC3647H1ZU,BIC CELLO (INDIA) PRIVATE LIMITED 24AADCC3647H1ZU BIC CELLO (INDIA) PRIVATE LIMITED 24AADCC3647H1ZU,1
SWIGGY_121,SWIGGY,24AADCF4810H1Z0,FULETRA SNACKS PRIVATE LIMITED,FULETRA SNACKS PRIVATE LIMITED 24AADCF4810H1Z0 FULETRA SNACKS PRIVATE LIMITED 24AADCF4810H1Z0,FULETRA SNACKS PRIVATE LIMITED 24AADCF4810H1Z0 FULETRA SNACKS PRIVATE LIMITED 24AADCF4810H1Z0,1
SWIGGY_122,SWIGGY,24AAECD4299F1ZM,DAS FOODTECH PRIVATE LIMITED,DAS FOODTECH PRIVATE LIMITED 24AAECD4299F1ZM DAS FOODTECH PRIVATE LIMITED 24AAECD4299F1ZM,DAS FOODTECH PRIVATE LIMITED 24AAECD4299F1ZM DAS FOODTECH PRIVATE LIMITED 24AAECD4299F1ZM,1
SWIGGY_123,SWIGGY,24AAFCH1957D1ZU,HVC FOODS & BEVERAGES PRIVATE LIMITED,HVC FOODS & BEVERAGES PRIVATE LIMITED 24AAFCH1957D1ZU HVC FOODS & BEVERAGES PRIVATE LIMITED 24AAFCH1957D1ZU,HVC FOODS & BEVERAGES PRIVATE LIMITED 24AAFCH1957D1ZU HVC FOODS & BEVERAGES PRIVATE LIMITED 24AAFCH1957D1ZU,1
SWIGGY_124,SWIGGY,24AAHCD3526G1ZX,DHARAMPAL SATYAPAL FOODS LIMITED,DHARAMPAL SATYAPAL FOODS LIMITED 24AAHCD3526G1ZX DHARAMPAL SATYAPAL FOODS LIMITED 24AAHCD3526G1ZX,DHARAMPAL SATYAPAL FOODS LIMITED 24AAHCD3526G1ZX DHARAMPAL SATYAPAL FOODS LIMITED 24AAHCD3526G1ZX,1
